time,cloud_cover (%),cloud_cover_low (%),cloud_cover_mid (%),cloud_cover_high (%),is_day (),shortwave_radiation_instant (W/m²),direct_radiation_instant (W/m²),diffuse_radiation_instant (W/m²),direct_normal_irradiance_instant (W/m²)
2021-03-19T18:00,4,4,1,0,1,101.3,67.0,34.3,509.8
2021-03-19T19:00,3,3,1,0,0,0.0,0.0,0.0,0.0
2021-03-19T20:00,2,0,3,0,0,0.0,0.0,0.0,0.0
2021-03-19T21:00,8,8,1,0,0,0.0,0.0,0.0,0.0
2021-03-19T22:00,15,16,1,0,0,0.0,0.0,0.0,0.0
2021-03-19T23:00,6,5,2,0,0,0.0,0.0,0.0,0.0
2021-03-20T00:00,2,1,1,0,0,0.0,0.0,0.0,0.0
2021-03-20T01:00,3,2,2,0,0,0.0,0.0,0.0,0.0
2021-03-20T02:00,0,0,0,0,0,0.0,0.0,0.0,0.0
2021-03-20T03:00,0,0,0,0,0,0.0,0.0,0.0,0.0
2021-03-20T04:00,1,0,1,0,0,0.0,0.0,0.0,0.0
2021-03-20T05:00,0,0,0,0,0,0.0,0.0,0.0,0.0
2021-03-20T06:00,2,1,1,0,0,0.0,0.0,0.0,0.0
2021-03-20T07:00,2,1,1,0,1,10.5,2.6,7.9,30.1
2021-03-20T08:00,0,0,0,0,1,184.1,115.3,68.8,457.6
2021-03-20T09:00,0,0,0,0,1,384.7,296.0,88.7,695.2
2021-03-20T10:00,0,0,0,0,1,564.7,465.7,99.1,816.1
2021-03-20T11:00,2,2,0,1,1,697.8,594.3,103.5,878.3
2021-03-20T12:00,34,38,0,0,1,769.9,660.1,109.8,896.3
2021-03-20T13:00,9,10,0,0,1,781.5,673.4,108.1,902.5
2021-03-20T14:00,13,14,0,0,1,733.2,630.8,102.4,894.7
2021-03-20T15:00,0,0,0,0,1,632.3,541.4,90.9,879.1
2021-03-20T16:00,0,0,0,0,1,481.7,402.9,78.8,831.0
2021-03-20T17:00,0,0,0,0,1,297.7,236.7,61.0,738.0
2021-03-20T18:00,0,0,0,0,1,107.7,74.8,33.0,554.0
2021-03-20T19:00,0,0,0,0,0,0.0,0.0,0.0,0.0
2021-03-20T20:00,0,0,0,0,0,0.0,0.0,0.0,0.0
2021-03-20T21:00,0,0,0,0,0,0.0,0.0,0.0,0.0
2021-03-20T22:00,0,0,0,0,0,0.0,0.0,0.0,0.0
2021-03-20T23:00,0,0,0,0,0,0.0,0.0,0.0,0.0
2021-03-21T00:00,0,0,0,0,0,0.0,0.0,0.0,0.0
2021-03-21T01:00,0,0,0,0,0,0.0,0.0,0.0,0.0
2021-03-21T02:00,0,0,0,0,0,0.0,0.0,0.0,0.0
2021-03-21T03:00,0,0,0,0,0,0.0,0.0,0.0,0.0
2021-03-21T04:00,0,0,0,0,0,0.0,0.0,0.0,0.0
2021-03-21T05:00,0,0,0,0,0,0.0,0.0,0.0,0.0
2021-03-21T06:00,0,0,0,0,0,0.0,0.0,0.0,0.0
2021-03-21T07:00,0,0,0,0,1,12.8,5.1,7.7,58.7
2021-03-21T08:00,0,0,0,0,1,192.8,124.8,67.9,484.9
2021-03-21T09:00,0,0,0,0,1,394.6,307.5,87.1,713.1
2021-03-21T10:00,0,0,0,0,1,573.0,477.5,95.5,829.2
2021-03-21T11:00,0,0,0,0,1,705.9,604.6,101.3,887.0
2021-03-21T12:00,0,0,0,0,1,781.0,679.5,101.5,916.7
2021-03-21T13:00,0,0,0,0,1,796.4,696.3,100.0,927.6
2021-03-21T14:00,0,0,0,0,1,747.7,652.1,95.6,919.3
2021-03-21T15:00,0,0,0,0,1,642.6,553.6,89.0,893.1
2021-03-21T16:00,0,0,0,0,1,488.2,410.2,78.0,839.5
2021-03-21T17:00,0,0,0,0,1,303.1,241.2,61.9,743.4
2021-03-21T18:00,0,0,0,0,1,111.3,78.0,33.3,562.5
2021-03-21T19:00,0,0,0,0,0,0.0,0.0,0.0,0.0
2021-03-21T20:00,0,0,0,0,0,0.0,0.0,0.0,0.0
2021-03-21T21:00,0,0,0,0,0,0.0,0.0,0.0,0.0
2021-03-21T22:00,0,0,0,0,0,0.0,0.0,0.0,0.0
2021-03-21T23:00,0,0,0,0,0,0.0,0.0,0.0,0.0
2021-03-22T00:00,0,0,0,0,0,0.0,0.0,0.0,0.0
2021-03-22T01:00,0,0,0,0,0,0.0,0.0,0.0,0.0
2021-03-22T02:00,0,0,0,0,0,0.0,0.0,0.0,0.0
2021-03-22T03:00,0,0,0,0,0,0.0,0.0,0.0,0.0
2021-03-22T04:00,0,0,0,0,0,0.0,0.0,0.0,0.0
2021-03-22T05:00,0,0,0,0,0,0.0,0.0,0.0,0.0
2021-03-22T06:00,0,0,0,0,0,0.0,0.0,0.0,0.0
2021-03-22T07:00,0,0,0,0,1,15.0,5.0,10.0,57.5
2021-03-22T08:00,0,0,0,0,1,196.6,126.4,70.2,480.7
2021-03-22T09:00,0,0,0,0,1,397.1,309.0,88.1,707.7
2021-03-22T10:00,0,0,0,0,1,573.3,476.8,96.5,820.6
2021-03-22T11:00,0,0,0,0,1,704.3,603.1,101.2,878.4
2021-03-22T12:00,0,0,0,0,1,779.7,677.2,102.5,907.8
2021-03-22T13:00,2,0,0,6,1,795.2,694.2,101.0,919.3
2021-03-22T14:00,0,0,0,0,1,746.7,650.1,96.6,911.2
2021-03-22T15:00,5,0,0,16,1,641.0,551.9,89.1,884.7
2021-03-22T16:00,9,0,0,29,1,488.6,409.6,78.9,831.9
2021-03-22T17:00,13,0,0,44,1,303.8,241.7,62.0,736.7
2021-03-22T18:00,1,0,0,4,1,113.6,79.4,34.3,558.1
2021-03-22T19:00,0,0,0,0,0,0.0,0.0,0.0,0.0
2021-03-22T20:00,0,0,0,0,0,0.0,0.0,0.0,0.0
2021-03-22T21:00,0,0,0,0,0,0.0,0.0,0.0,0.0
2021-03-22T22:00,0,0,0,0,0,0.0,0.0,0.0,0.0
2021-03-22T23:00,0,0,0,0,0,0.0,0.0,0.0,0.0
2021-03-23T00:00,0,0,0,0,0,0.0,0.0,0.0,0.0
2021-03-23T01:00,0,0,0,0,0,0.0,0.0,0.0,0.0
2021-03-23T02:00,0,0,0,0,0,0.0,0.0,0.0,0.0
2021-03-23T03:00,0,0,0,0,0,0.0,0.0,0.0,0.0
2021-03-23T04:00,0,0,0,0,0,0.0,0.0,0.0,0.0
2021-03-23T05:00,0,0,0,0,0,0.0,0.0,0.0,0.0
2021-03-23T06:00,0,0,0,0,0,0.0,0.0,0.0,0.0
2021-03-23T07:00,0,0,0,0,1,17.2,4.9,12.3,56.4
2021-03-23T08:00,0,0,0,0,1,200.5,129.6,71.0,482.7
2021-03-23T09:00,0,0,0,0,1,400.8,313.0,87.8,708.1
2021-03-23T10:00,0,0,0,0,1,579.3,484.1,95.2,825.8
2021-03-23T11:00,0,0,0,0,1,711.3,612.3,99.0,885.5
2021-03-23T12:00,5,0,0,17,1,785.6,684.1,101.4,911.4
2021-03-23T13:00,23,0,0,78,1,802.1,698.1,104.0,919.1
2021-03-23T14:00,14,0,0,48,1,751.6,648.2,103.4,903.3
2021-03-23T15:00,0,0,0,1,1,646.7,553.0,93.7,880.9
2021-03-23T16:00,0,0,0,0,1,495.1,415.2,79.9,836.8
2021-03-23T17:00,0,0,0,0,1,310.0,248.6,61.4,749.4
2021-03-23T18:00,0,0,0,0,1,118.4,83.8,34.6,574.7
2021-03-23T19:00,0,0,0,0,0,0.0,0.0,0.0,0.0
2021-03-23T20:00,0,0,0,0,0,0.0,0.0,0.0,0.0
2021-03-23T21:00,0,0,0,0,0,0.0,0.0,0.0,0.0
2021-03-23T22:00,0,0,0,0,0,0.0,0.0,0.0,0.0
2021-03-23T23:00,1,1,0,0,0,0.0,0.0,0.0,0.0
2021-03-24T00:00,0,0,0,0,0,0.0,0.0,0.0,0.0
2021-03-24T01:00,7,8,0,0,0,0.0,0.0,0.0,0.0
2021-03-24T02:00,90,100,0,0,0,0.0,0.0,0.0,0.0
2021-03-24T03:00,90,100,0,0,0,0.0,0.0,0.0,0.0
2021-03-24T04:00,90,100,0,0,0,0.0,0.0,0.0,0.0
2021-03-24T05:00,90,100,0,0,0,0.0,0.0,0.0,0.0
2021-03-24T06:00,90,100,0,0,0,0.0,0.0,0.0,0.0
2021-03-24T07:00,90,100,0,0,1,9.7,0.0,9.7,0.0
2021-03-24T08:00,90,100,0,0,1,93.1,7.6,85.4,27.8
2021-03-24T09:00,90,100,0,0,1,238.0,64.1,173.9,143.4
2021-03-24T10:00,50,42,0,39,1,406.5,161.9,244.6,273.8
2021-03-24T11:00,27,4,0,79,1,668.9,509.7,159.2,731.9
2021-03-24T12:00,29,2,0,92,1,779.0,651.8,127.3,863.0
2021-03-24T13:00,20,1,0,62,1,801.0,683.0,118.0,894.1
2021-03-24T14:00,23,0,0,78,1,743.9,623.1,120.8,863.4
2021-03-24T15:00,24,0,0,80,1,645.1,540.2,104.9,855.2
2021-03-24T16:00,27,1,0,87,1,490.2,391.8,98.4,783.8
2021-03-24T17:00,14,0,0,48,1,298.6,210.0,88.6,626.2
2021-03-24T18:00,11,0,0,36,1,119.5,80.3,39.2,537.5
2021-03-24T19:00,0,0,0,0,0,0.0,0.0,0.0,0.0
2021-03-24T20:00,1,0,0,2,0,0.0,0.0,0.0,0.0
2021-03-24T21:00,29,0,0,95,0,0.0,0.0,0.0,0.0
2021-03-24T22:00,29,0,0,98,0,0.0,0.0,0.0,0.0
2021-03-24T23:00,29,0,0,97,0,0.0,0.0,0.0,0.0
2021-03-25T00:00,29,0,0,98,0,0.0,0.0,0.0,0.0
2021-03-25T01:00,29,0,0,95,0,0.0,0.0,0.0,0.0
2021-03-25T02:00,27,0,0,89,0,0.0,0.0,0.0,0.0
2021-03-25T03:00,26,0,0,85,0,0.0,0.0,0.0,0.0
2021-03-25T04:00,22,0,0,75,0,0.0,0.0,0.0,0.0
2021-03-25T05:00,15,0,0,50,0,0.0,0.0,0.0,0.0
2021-03-25T06:00,13,0,0,43,0,0.0,0.0,0.0,0.0
2021-03-25T07:00,10,0,0,32,1,23.9,4.8,19.1,54.0
2021-03-25T08:00,4,0,0,13,1,202.3,120.8,81.5,432.4
2021-03-25T09:00,11,0,0,38,1,408.2,313.6,94.7,692.9
2021-03-25T10:00,23,0,0,77,1,586.8,487.3,99.5,817.1
2021-03-25T11:00,24,0,0,81,1,716.8,611.5,105.3,872.0
2021-03-25T12:00,5,0,0,18,1,789.1,678.4,110.7,892.9
2021-03-25T13:00,34,5,0,97,1,803.8,696.8,107.0,907.1
2021-03-25T14:00,33,4,0,97,1,717.8,533.3,184.5,734.8
2021-03-25T15:00,74,49,0,99,1,546.8,299.9,247.0,471.9
2021-03-25T16:00,42,14,0,99,1,400.9,200.5,200.5,398.1
2021-03-25T17:00,30,2,0,95,1,212.8,59.2,153.6,174.7
2021-03-25T18:00,27,0,0,90,1,89.7,26.0,63.7,169.8
2021-03-25T19:00,30,0,3,94,0,0.0,0.0,0.0,0.0
2021-03-25T20:00,29,0,4,88,0,0.0,0.0,0.0,0.0
2021-03-25T21:00,29,0,3,91,0,0.0,0.0,0.0,0.0
2021-03-25T22:00,29,0,1,95,0,0.0,0.0,0.0,0.0
2021-03-25T23:00,26,0,0,86,0,0.0,0.0,0.0,0.0
2021-03-26T00:00,30,1,1,96,0,0.0,0.0,0.0,0.0
2021-03-26T01:00,29,1,2,90,0,0.0,0.0,0.0,0.0
2021-03-26T02:00,19,3,3,49,0,0.0,0.0,0.0,0.0
2021-03-26T03:00,95,100,5,8,0,0.0,0.0,0.0,0.0
2021-03-26T04:00,97,100,10,3,0,0.0,0.0,0.0,0.0
2021-03-26T05:00,100,100,20,0,0,0.0,0.0,0.0,0.0
2021-03-26T06:00,100,100,27,0,0,0.0,0.0,0.0,0.0
2021-03-26T07:00,100,100,39,0,1,18.9,2.4,16.5,25.1
2021-03-26T08:00,89,63,54,0,1,109.1,26.9,82.2,94.5
2021-03-26T09:00,100,100,43,4,1,207.2,92.0,115.3,200.9
2021-03-26T10:00,100,100,36,20,1,299.3,135.5,163.7,225.3
2021-03-26T11:00,100,100,18,5,1,224.4,0.0,224.4,0.0
2021-03-26T12:00,49,52,3,0,1,345.3,57.9,287.4,75.7
2021-03-26T13:00,57,63,0,0,1,595.8,408.8,186.9,529.3
2021-03-26T14:00,100,86,53,0,1,513.0,310.1,202.9,425.0
2021-03-26T15:00,89,50,73,0,1,449.5,266.5,183.0,416.9
2021-03-26T16:00,100,84,40,0,1,361.6,234.0,127.6,461.4
2021-03-26T17:00,48,42,17,0,1,289.4,200.4,89.0,585.2
2021-03-26T18:00,1,0,2,0,1,118.5,76.1,42.4,486.4
2021-03-26T19:00,4,0,0,14,0,0.0,0.0,0.0,0.0
2021-03-26T20:00,13,0,0,42,0,0.0,0.0,0.0,0.0
2021-03-26T21:00,22,0,0,74,0,0.0,0.0,0.0,0.0
2021-03-26T22:00,26,0,0,86,0,0.0,0.0,0.0,0.0
2021-03-26T23:00,27,0,0,91,0,0.0,0.0,0.0,0.0
2021-03-27T00:00,26,0,0,85,0,0.0,0.0,0.0,0.0
2021-03-27T01:00,22,0,0,75,0,0.0,0.0,0.0,0.0
2021-03-27T02:00,21,0,0,69,0,0.0,0.0,0.0,0.0
2021-03-27T03:00,17,0,0,58,0,0.0,0.0,0.0,0.0
2021-03-27T04:00,16,0,0,55,0,0.0,0.0,0.0,0.0
2021-03-27T05:00,19,0,0,63,0,0.0,0.0,0.0,0.0
2021-03-27T06:00,14,0,0,45,0,0.0,0.0,0.0,0.0
2021-03-27T07:00,11,0,0,38,1,30.4,11.7,18.7,117.6
2021-03-27T08:00,22,0,0,75,1,216.2,133.3,82.9,459.6
2021-03-27T09:00,23,0,0,78,1,412.1,297.1,114.9,641.9
2021-03-27T10:00,0,0,0,0,1,602.3,497.4,104.9,820.3
2021-03-27T11:00,0,0,0,0,1,736.2,634.2,102.0,892.4
2021-03-27T12:00,7,0,0,23,1,810.2,706.9,103.3,919.5
2021-03-27T13:00,0,0,0,0,1,822.6,720.6,101.9,927.9
2021-03-27T14:00,0,0,0,0,1,772.0,671.5,100.5,915.2
2021-03-27T15:00,0,0,0,0,1,667.0,576.9,90.1,897.1
2021-03-27T16:00,0,0,0,0,1,511.6,432.3,79.2,846.3
2021-03-27T17:00,0,0,0,0,1,326.1,262.7,63.5,759.0
2021-03-27T18:00,0,0,0,0,1,132.1,95.0,37.1,593.7
2021-03-27T19:00,0,0,0,0,0,0.0,0.0,0.0,0.0
2021-03-27T20:00,0,0,0,0,0,0.0,0.0,0.0,0.0
2021-03-27T21:00,0,0,0,0,0,0.0,0.0,0.0,0.0
2021-03-27T22:00,0,0,0,0,0,0.0,0.0,0.0,0.0
2021-03-27T23:00,0,0,0,0,0,0.0,0.0,0.0,0.0
2021-03-28T00:00,0,0,0,0,0,0.0,0.0,0.0,0.0
2021-03-28T01:00,0,0,0,0,0,0.0,0.0,0.0,0.0
2021-03-28T02:00,0,0,0,0,0,0.0,0.0,0.0,0.0
2021-03-28T03:00,0,0,0,0,0,0.0,0.0,0.0,0.0
2021-03-28T04:00,0,0,0,0,0,0.0,0.0,0.0,0.0
2021-03-28T05:00,0,0,0,0,0,0.0,0.0,0.0,0.0
2021-03-28T06:00,0,0,0,0,0,0.0,0.0,0.0,0.0
2021-03-28T07:00,0,0,0,0,1,34.8,16.2,18.6,154.8
2021-03-28T08:00,0,0,0,0,1,229.0,157.1,71.9,531.9
2021-03-28T09:00,0,0,0,0,1,430.5,343.9,86.6,734.9
2021-03-28T10:00,0,0,0,0,1,606.0,511.4,94.6,836.7
2021-03-28T11:00,0,0,0,0,1,734.6,636.0,98.7,889.1
2021-03-28T12:00,0,0,0,0,1,805.8,704.5,101.2,911.3
2021-03-28T13:00,0,0,0,0,1,815.4,715.5,99.9,916.5
2021-03-28T14:00,0,0,0,0,1,766.2,669.6,96.6,907.8
2021-03-28T15:00,0,0,0,0,1,660.7,571.5,89.2,883.5
2021-03-28T16:00,0,0,0,0,1,509.3,431.8,77.5,839.3
2021-03-28T17:00,0,0,0,0,1,325.1,263.2,62.0,752.9
2021-03-28T18:00,1,0,2,0,1,132.5,95.7,36.8,585.6
2021-03-28T19:00,1,0,2,0,0,0.0,0.0,0.0,0.0
2021-03-28T20:00,5,0,0,16,0,0.0,0.0,0.0,0.0
2021-03-28T21:00,3,0,0,9,0,0.0,0.0,0.0,0.0
2021-03-28T22:00,6,0,0,20,0,0.0,0.0,0.0,0.0
2021-03-28T23:00,17,0,1,56,0,0.0,0.0,0.0,0.0
2021-03-29T00:00,4,0,3,7,0,0.0,0.0,0.0,0.0
2021-03-29T01:00,5,0,4,9,0,0.0,0.0,0.0,0.0
2021-03-29T02:00,1,0,0,3,0,0.0,0.0,0.0,0.0
2021-03-29T03:00,0,0,0,0,0,0.0,0.0,0.0,0.0
2021-03-29T04:00,22,0,0,73,0,0.0,0.0,0.0,0.0
2021-03-29T05:00,28,0,0,93,0,0.0,0.0,0.0,0.0
2021-03-29T06:00,26,0,0,88,0,0.0,0.0,0.0,0.0
2021-03-29T07:00,6,0,1,19,1,34.5,9.2,25.3,83.6
2021-03-29T08:00,53,0,47,84,1,227.1,152.8,74.2,508.6
2021-03-29T09:00,82,0,86,100,1,386.8,278.6,108.3,588.9
2021-03-29T10:00,90,0,100,100,1,337.5,79.9,257.7,129.7
2021-03-29T11:00,90,0,100,100,1,324.7,43.9,280.8,61.0
2021-03-29T12:00,75,0,79,91,1,334.6,57.8,276.8,74.4
2021-03-29T13:00,77,0,95,67,1,380.7,101.9,278.8,129.9
2021-03-29T14:00,87,0,98,93,1,323.7,110.2,213.5,148.6
2021-03-29T15:00,76,0,79,94,1,108.8,0.0,108.8,0.0
2021-03-29T16:00,56,0,57,73,1,185.2,25.6,159.6,49.4
2021-03-29T17:00,39,2,54,15,1,135.5,41.9,93.5,118.8
2021-03-29T18:00,59,21,60,13,1,68.4,28.7,39.6,172.2
2021-03-29T19:00,27,1,40,6,0,0.0,0.0,0.0,0.0
2021-03-29T20:00,34,0,47,18,0,0.0,0.0,0.0,0.0
2021-03-29T21:00,15,0,21,7,0,0.0,0.0,0.0,0.0
2021-03-29T22:00,39,4,11,97,0,0.0,0.0,0.0,0.0
2021-03-29T23:00,18,11,4,19,0,0.0,0.0,0.0,0.0
2021-03-30T00:00,13,0,2,39,0,0.0,0.0,0.0,0.0
2021-03-30T01:00,27,0,41,7,0,0.0,0.0,0.0,0.0
2021-03-30T02:00,60,8,88,0,0,0.0,0.0,0.0,0.0
2021-03-30T03:00,43,2,68,0,0,0.0,0.0,0.0,0.0
2021-03-30T04:00,50,2,81,0,0,0.0,0.0,0.0,0.0
2021-03-30T05:00,55,7,78,5,0,0.0,0.0,0.0,0.0
2021-03-30T06:00,30,1,41,16,0,0.0,0.0,0.0,0.0
2021-03-30T07:00,52,3,43,77,1,25.2,6.9,18.3,59.4
2021-03-30T08:00,54,8,29,99,1,158.8,67.9,91.0,222.0
2021-03-30T09:00,36,1,11,94,1,286.4,112.8,173.5,236.1
2021-03-30T10:00,59,0,49,100,1,486.6,266.3,220.3,429.0
2021-03-30T11:00,23,0,0,76,1,574.1,290.3,283.8,400.7
2021-03-30T12:00,41,0,25,87,1,701.0,495.5,205.4,633.9
2021-03-30T13:00,36,0,12,95,1,768.2,625.4,142.9,792.8
2021-03-30T14:00,53,0,41,94,1,600.1,359.5,240.6,482.3
2021-03-30T15:00,43,0,27,88,1,398.9,180.4,218.5,275.8
2021-03-30T16:00,44,0,26,94,1,414.7,285.9,128.8,548.2
2021-03-30T17:00,46,0,30,92,1,260.1,153.5,106.6,430.5
2021-03-30T18:00,64,0,70,73,1,92.0,36.7,55.3,215.3
2021-03-30T19:00,72,0,87,65,0,0.0,0.0,0.0,0.0
2021-03-30T20:00,20,0,30,6,0,0.0,0.0,0.0,0.0
2021-03-30T21:00,12,0,18,5,0,0.0,0.0,0.0,0.0
2021-03-30T22:00,3,0,0,10,0,0.0,0.0,0.0,0.0
2021-03-30T23:00,2,0,0,6,0,0.0,0.0,0.0,0.0
2021-03-31T00:00,1,0,0,4,0,0.0,0.0,0.0,0.0
2021-03-31T01:00,6,0,0,20,0,0.0,0.0,0.0,0.0
2021-03-31T02:00,12,0,5,31,0,0.0,0.0,0.0,0.0
2021-03-31T03:00,29,0,28,39,0,0.0,0.0,0.0,0.0
2021-03-31T04:00,8,0,8,11,0,0.0,0.0,0.0,0.0
2021-03-31T05:00,4,0,7,0,0,0.0,0.0,0.0,0.0
2021-03-31T06:00,10,0,16,0,0,0.0,0.0,0.0,0.0
2021-03-31T07:00,2,0,3,0,1,40.9,15.9,25.0,131.6
2021-03-31T08:00,0,0,0,0,1,237.8,163.3,74.5,525.4
2021-03-31T09:00,5,0,9,0,1,439.4,352.2,87.1,729.3
2021-03-31T10:00,21,0,35,0,1,608.4,508.5,99.9,812.9
2021-03-31T11:00,19,0,32,0,1,670.1,504.2,165.9,691.7
2021-03-31T12:00,19,0,32,0,1,751.3,584.1,167.2,743.2
2021-03-31T13:00,26,0,42,1,1,772.1,597.3,174.8,753.5
2021-03-31T14:00,51,0,43,85,1,661.9,458.0,203.9,611.5
2021-03-31T15:00,31,0,5,92,1,548.7,351.5,197.2,534.5
2021-03-31T16:00,36,0,13,94,1,462.7,309.9,152.8,590.4
2021-03-31T17:00,49,0,33,98,1,263.8,125.4,138.4,348.5
2021-03-31T18:00,31,0,3,97,1,97.9,33.7,64.2,193.9
2021-03-31T19:00,55,0,41,100,0,0.0,0.0,0.0,0.0
2021-03-31T20:00,47,0,29,100,0,0.0,0.0,0.0,0.0
2021-03-31T21:00,31,0,2,100,0,0.0,0.0,0.0,0.0
2021-03-31T22:00,47,0,29,100,0,0.0,0.0,0.0,0.0
2021-03-31T23:00,30,0,0,100,0,0.0,0.0,0.0,0.0
2021-04-01T00:00,29,0,0,98,0,0.0,0.0,0.0,0.0
2021-04-01T01:00,7,0,0,22,0,0.0,0.0,0.0,0.0
2021-04-01T02:00,52,1,40,91,0,0.0,0.0,0.0,0.0
2021-04-01T03:00,40,1,16,97,0,0.0,0.0,0.0,0.0
2021-04-01T04:00,44,2,20,99,0,0.0,0.0,0.0,0.0
2021-04-01T05:00,85,1,91,98,0,0.0,0.0,0.0,0.0
2021-04-01T06:00,77,11,77,71,0,0.0,0.0,0.0,0.0
2021-04-01T07:00,52,12,38,62,1,22.6,4.5,18.1,35.8
2021-04-01T08:00,87,38,79,19,1,108.1,34.1,74.0,108.0
2021-04-01T09:00,90,24,89,49,1,266.9,135.2,131.6,277.2
2021-04-01T10:00,58,1,58,75,1,336.4,172.7,163.7,274.0
2021-04-01T11:00,100,61,78,46,1,502.8,299.5,203.3,408.4
2021-04-01T12:00,96,46,69,43,1,385.8,140.3,245.5,177.6
2021-04-01T13:00,100,63,48,79,1,360.5,211.7,148.8,265.7
2021-04-01T14:00,95,10,99,88,1,346.9,133.4,213.6,177.2
2021-04-01T15:00,100,52,85,98,1,328.4,88.4,240.0,133.6
2021-04-01T16:00,90,31,94,19,1,87.5,6.2,81.3,11.7
2021-04-01T17:00,100,36,75,80,1,99.7,30.8,68.9,84.8
2021-04-01T18:00,85,22,94,29,1,24.8,3.3,21.5,18.4
2021-04-01T19:00,69,1,93,40,0,0.0,0.0,0.0,0.0
2021-04-01T20:00,63,0,75,61,0,0.0,0.0,0.0,0.0
2021-04-01T21:00,88,52,41,56,0,0.0,0.0,0.0,0.0
2021-04-01T22:00,100,99,31,25,0,0.0,0.0,0.0,0.0
2021-04-01T23:00,100,96,22,24,0,0.0,0.0,0.0,0.0
2021-04-02T00:00,100,99,62,23,0,0.0,0.0,0.0,0.0
2021-04-02T01:00,100,93,35,22,0,0.0,0.0,0.0,0.0
2021-04-02T02:00,89,68,44,4,0,0.0,0.0,0.0,0.0
2021-04-02T03:00,93,59,67,0,0,0.0,0.0,0.0,0.0
2021-04-02T04:00,74,43,58,0,0,0.0,0.0,0.0,0.0
2021-04-02T05:00,90,65,53,0,0,0.0,0.0,0.0,0.0
2021-04-02T06:00,100,88,52,0,0,0.0,0.0,0.0,0.0
2021-04-02T07:00,100,100,59,0,1,20.2,0.0,20.2,0.0
2021-04-02T08:00,100,100,70,0,1,73.4,4.2,69.2,13.2
2021-04-02T09:00,100,49,93,0,1,127.7,1.2,126.5,2.4
2021-04-02T10:00,100,48,94,0,1,277.8,109.8,168.0,172.9
2021-04-02T11:00,92,46,84,0,1,313.2,91.9,221.3,124.6
2021-04-02T12:00,74,51,46,0,1,429.0,155.7,273.3,196.1
2021-04-02T13:00,71,40,58,0,1,449.4,208.7,240.7,260.7
2021-04-02T14:00,100,72,100,0,1,390.4,192.3,198.1,254.2
2021-04-02T15:00,100,49,100,0,1,317.3,130.3,187.0,196.0
2021-04-02T16:00,54,12,71,1,1,176.8,52.2,124.7,98.1
2021-04-02T17:00,90,31,100,7,1,129.9,35.7,94.2,97.4
2021-04-02T18:00,100,61,97,46,1,46.0,7.9,38.1,43.6
2021-04-02T19:00,73,19,49,88,1,0.0,0.0,0.0,0.0
2021-04-02T20:00,77,1,79,97,0,0.0,0.0,0.0,0.0
2021-04-02T21:00,85,5,85,97,0,0.0,0.0,0.0,0.0
2021-04-02T22:00,56,1,46,93,0,0.0,0.0,0.0,0.0
2021-04-02T23:00,37,0,17,90,0,0.0,0.0,0.0,0.0
2021-04-03T00:00,31,3,11,72,0,0.0,0.0,0.0,0.0
2021-04-03T01:00,16,0,7,39,0,0.0,0.0,0.0,0.0
2021-04-03T02:00,23,24,2,0,0,0.0,0.0,0.0,0.0
2021-04-03T03:00,90,100,0,0,0,0.0,0.0,0.0,0.0
2021-04-03T04:00,90,100,0,0,0,0.0,0.0,0.0,0.0
2021-04-03T05:00,90,100,0,0,0,0.0,0.0,0.0,0.0
2021-04-03T06:00,90,100,0,0,0,0.0,0.0,0.0,0.0
2021-04-03T07:00,74,82,0,0,1,47.0,15.7,31.3,114.4
2021-04-03T08:00,90,100,0,0,1,209.0,106.6,102.4,326.6
2021-04-03T09:00,50,55,0,0,1,415.8,286.0,129.8,574.6
2021-04-03T10:00,4,5,0,0,1,598.5,474.4,124.2,741.6
2021-04-03T11:00,1,1,0,0,1,750.1,657.1,93.0,885.4
2021-04-03T12:00,10,10,0,2,1,815.5,711.3,104.1,891.0
2021-04-03T13:00,9,1,12,2,1,820.7,713.9,106.8,887.3
2021-04-03T14:00,10,0,14,5,1,751.9,630.1,121.8,829.0
2021-04-03T15:00,17,1,20,15,1,613.3,486.8,126.6,728.4
2021-04-03T16:00,21,0,24,23,1,470.7,363.7,107.1,679.4
2021-04-03T17:00,28,0,25,43,1,272.5,178.1,94.4,481.4
2021-04-03T18:00,8,0,6,13,1,119.0,67.5,51.6,366.4
2021-04-03T19:00,1,0,1,1,1,0.0,0.0,0.0,0.0
2021-04-03T20:00,0,0,0,0,0,0.0,0.0,0.0,0.0
2021-04-03T21:00,0,0,0,0,0,0.0,0.0,0.0,0.0
2021-04-03T22:00,0,0,0,0,0,0.0,0.0,0.0,0.0
2021-04-03T23:00,0,0,0,0,0,0.0,0.0,0.0,0.0
2021-04-04T00:00,0,0,0,0,0,0.0,0.0,0.0,0.0
2021-04-04T01:00,0,0,0,0,0,0.0,0.0,0.0,0.0
2021-04-04T02:00,0,0,0,0,0,0.0,0.0,0.0,0.0
2021-04-04T03:00,0,0,0,0,0,0.0,0.0,0.0,0.0
2021-04-04T04:00,0,0,0,0,0,0.0,0.0,0.0,0.0
2021-04-04T05:00,0,0,0,0,0,0.0,0.0,0.0,0.0
2021-04-04T06:00,0,0,0,0,0,0.0,0.0,0.0,0.0
2021-04-04T07:00,0,0,0,0,1,69.1,35.7,33.4,250.7
2021-04-04T08:00,0,0,0,0,1,274.4,197.8,76.6,596.7
